Determination start,Ident,Sample type,Method name,User (short name),Info 1,Anions.Chloride.Concentration,Anions.Bromide.Concentration,Anions.Sulfate.Concentration,Anions.Iodide.Concentration,Organic Acids.Formic acid.Concentration,Organic Acids.Acetic acid.Concentration,Organic Acids.Propionic acid.Concentration,Organic Acids.Butyrate.Concentration
2014-12-12 15:36:31 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.251,0.058,0.059,,,,,
2014-12-12 14:30:39 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-12 14:16:35 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:44:30 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:31:52 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:12:35 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:57:46 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:45:01 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:36:29 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:16:17 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:12:24 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:09:01 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 15:39:28 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-26 14:35:40 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.005,,,,,
2014-11-26 14:02:49 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.006,,,,,
2014-11-26 13:29:54 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-26 10:41:11 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.009,,,,,
2014-11-26 10:08:18 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.007,,,,,
2014-11-26 09:33:29 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-25 15:32:57 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.108,,,,,
2014-11-25 14:27:16 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,53.020,5.145,5.249,5.099,,,,
2014-11-25 13:01:13 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,about 90x dilution,,,,,,,,
2014-11-25 11:54:21 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,0.148,,0.152,0.173,,,,
2014-11-25 11:09:44 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,about 90x dilution,,,,,,,,
2014-11-25 10:03:57 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-25 08:58:31 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 18:03:23 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 16:57:47 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,40 x dilution,,0.040,0.013,,,,,
2014-11-24 15:51:58 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 14:44:19 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.115,,,,,
2014-10-17 16:23:57 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.088,,0.010,,,,,
2014-10-17 15:18:13 UTC-6,CVE3-40,Sample,Cenovus anions,Lifeng,40xDiluted,145.830,1.097,0.061,0.439,,,,
2014-10-17 14:08:09 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.707,4.928,5.315,4.813,,,,
2014-10-17 13:02:22 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.895,1.914,1.894,1.903,,,,
2014-10-17 11:56:37 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.084,,0.014,,,,,
2014-10-17 10:50:51 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,98.843,4.841,4.815,4.800,,,,
2014-10-17 09:45:20 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.330,0.089,0.031,1.612,,,,
2014-10-17 09:39:15 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 09:32:58 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 09:27:35 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 08:16:27 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 06:16:05 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 05:10:21 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 04:04:24 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 02:58:39 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 01:52:54 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.090,,,,,,,
2014-10-17 00:47:08 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.094,,0.008,,,,,
2014-10-16 23:41:21 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.098,,0.024,,,,,
2014-10-16 22:35:36 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.115,,0.061,,,,,
2014-10-16 21:29:47 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.094,,0.011,,,,,
2014-10-16 20:23:50 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,0.033,,,,,
2014-10-16 19:18:05 UTC-6,CVE-3,Sample,Cenovus anions,Lifeng,20xDiluted,293.066,2.226,0.069,0.838,,,,
2014-10-16 18:12:16 UTC-6,CVE-1-Dup,Sample,Cenovus anions,Lifeng,20XDiluted,128.319,1.103,2.132,0.479,,,,
2014-10-16 17:06:28 UTC-6,CVE-1,Sample,Cenovus anions,Lifeng,20XDILUTION,126.209,1.087,2.129,0.480,,,,
2014-10-16 16:00:43 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.400,4.897,4.960,4.896,,,,
2014-10-16 14:54:56 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.871,1.926,1.916,1.937,,,,
2014-10-16 13:49:10 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,0.009,,,,,
2014-10-16 12:43:24 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,98.840,4.860,4.822,4.873,,,,
2014-10-16 11:35:58 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.354,,,,,,
2014-10-16 08:43:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.092,,0.010,,,,,
2014-10-15 17:06:02 UTC-6,QCS,Sample,Cenovus anions,Lifeng,,50.446,4.902,4.979,4.887,,,,
2014-10-15 16:11:04 UTC-6,CVE#2SPH,Sample,Cenovus anions,Lifeng,20X Dilution Spiked with Hexane Extraction,129.954,1.636,0.411,1.014,,,,
2014-10-15 15:16:05 UTC-6,CVE#2SP,Sample,Cenovus anions,Lifeng,20x Dilution Spiked,129.376,1.628,0.402,1.013,,,,
2014-10-15 14:21:05 UTC-6,CVE#2AH,Sample,Cenovus anions,Lifeng,20X Dilution with Hexane Extraction,118.004,1.287,0.220,0.576,,,,
2014-10-15 13:26:06 UTC-6,CVE#2A,Sample,Cenovus anions,Lifeng,20x Dilution,121.412,1.185,0.211,0.586,,,,
2014-10-15 12:31:08 UTC-6,QCS,Sample,Cenovus anions,Lifeng,,50.490,4.905,4.987,4.930,,,,
2014-10-15 11:34:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.605,0.004,0.107,,,,
2014-10-15 03:37:06 UTC-6,QCS,Check standard 1,Cenovus anions,Lifeng,,50.372,4.880,4.952,4.904,,,,
2014-10-15 02:42:10 UTC-6,MDL10,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,,0.013,,,,,
2014-10-15 01:47:13 UTC-6,MDL9,Sample,Cenovus anions,Lifeng,6ppb MDL,0.094,,0.016,,,,,
2014-10-15 00:52:16 UTC-6,MDL8,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,,0.013,,,,,
2014-10-14 23:57:16 UTC-6,MDL7,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,,0.014,,,,,
2014-10-14 23:02:18 UTC-6,MDL6,Sample,Cenovus anions,Lifeng,6ppb MDL,0.098,,0.016,,,,,
2014-10-14 22:07:21 UTC-6,MDL5,Sample,Cenovus anions,Lifeng,6ppb MDL,0.099,,0.015,,,,,
2014-10-14 21:12:22 UTC-6,MDL4,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,,0.014,,,,,
2014-10-14 20:17:21 UTC-6,MDL3,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,,0.012,,,,,
2014-10-14 19:22:25 UTC-6,MDL2,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,,0.012,,,,,
2014-10-14 18:27:28 UTC-6,MDL1,Sample,Cenovus anions,Lifeng,6ppb MDL,0.091,,0.011,,,,,
2014-10-14 17:32:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.008,,,,,
2014-10-14 16:59:43 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-14 16:02:57 UTC-6,MDL3,Sample,Cenovus anions,Lifeng,6ppb MDL,0.084,0.051,0.019,,,,,
2014-10-14 15:14:00 UTC-6,MDL2,Sample,Cenovus anions,Lifeng,6ppb MDL,,0.052,0.016,,,,,
2014-10-14 14:25:04 UTC-6,MDL1,Sample,Cenovus anions,Lifeng,6ppb MDL,0.086,0.048,0.017,,,,,
2014-10-14 13:36:17 UTC-6,QCS,Check standard 1,Cenovus anions,Lifeng,,50.388,4.882,4.958,4.889,,,,
2014-10-14 13:03:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
