10/15/2014   3:02:59P,,,,IPC,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.073,,,,,,,,,,,, 2.087,, 2.090,, 2.126,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.026,,,,,,,,,,,,,,,,,,,,,, 2.035,,,,,,,,,, 1.998,,,,,, 2.089,, 2.071,,,,,, 5.115,, 5.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:05:10P,,,,Calib. Blank QC,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,, -.0002,, .0004,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0004,,,,,,,,,,,,,,,,,,,,,, .0021,,,,,,,,,, .0019,,,,,, -.0000,, -.0001,,,,,, -.0012,, .0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:07:13P,,,,QCS,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4.998,,,,,,,,,,,, 5.058,, 5.072,, 5.011,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.921,,,,,,,,,,,,,,,,,,,,,, 9.910,,,,,,,,,, 4.935,,,,,, 5.120,, 5.134,,,,,, 24.93,, 24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:09:27P,,,,CVE1409A001,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1.265,,,,,,,,,,,, 13.80,, 13.84,, 14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,, .6281,,,,,,,,,,,,,,,,,,,,,, 264.9,,,,,,,,,, 3.591,,,,,, .0253,, .0294,,,,,, 2897.,, 2929.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .8445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:11:41PM,,,,CVE1409A002,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1.488,,,,,,,,,,,, 20.64,, 20.72,, 21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.569,,,,,,,,,,,,,,,,,,,,,, 1111.,,,,,,,,,, 2.002,,,,,, .1901,, .1959,,,,,, 2730.,, 2770.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:13:56P,,,,CVE1409A003,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4.704,,,,,,,,,,,, 19.02,, 19.10,, 19.47,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6.061,,,,,,,,,,,,,,,,,,,,,, 15.98,,,,,,,,,, 8.345,,,,,, .1077,, .1185,,,,,, 3711.,, 3857.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2014   3:16:12P,,,,QCS,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.040,,,,,,,,,,,, 5.166,, 5.162,, 5.112,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.976,,,,,,,,,,,,,,,,,,,,,, 9.998,,,,,,,,,, 5.045,,,,,, 5.199,, 5.181,,,,,, 25.05,, 24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:34:48A,,,,IPC,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.043,,,,,,,,,,,,W 2.151,, 2.111,, 2.055,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.068,,,,,,,,,,,,,,,,,,,,,, 1.965,,,,,,,,,, 2.101,,,,,, 2.127,, 2.128,,,,,, 4.990,, 4.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:37:01A,,,,Calib. Blank QC,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0007,, .0020,, .0017,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0007,,,,,,,,,,,,,,,,,,,,,, .0016,,,,,,,,,, -.0036,,,,,, -.0002,, -.0000,,,,,, .0449,, -.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:39:05A,,,,QCS,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4.998,,,,,,,,,,,,W 5.242,, 5.153,, 4.970,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.005,,,,,,,,,,,,,,,,,,,,,, 9.665,,,,,,,,,, 5.131,,,,,, 5.197,,W 5.207,,,,,, 24.38,, 24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:41:20A,,,,CVE1409A001,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0140,,,,,,,,,,,, .1971,, .1946,, .1947,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0099,,,,,,,,,,,,,,,,,,,,,, 2.977,,,,,,,,,, .0550,,,,,, .0002,, .0003,,,,,, 33.58,, 33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:43:17A,,,,CVE1409A002,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0167,,,,,,,,,,,, .2544,, .2539,, .2552,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0611,,,,,,,,,,,,,,,,,,,,,, 12.62,,,,,,,,,, .0256,,,,,, .0020,, .0022,,,,,, 32.10,, 31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:45:15A,,,,CVE1409A003,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0503,,,,,,,,,,,, .2613,, .2615,, .2586,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0737,,,,,,,,,,,,,,,,,,,,,, .1768,,,,,,,,,, .1026,,,,,, .0016,, .0015,,,,,, 42.88,, 43.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2014   9:47:22A,,,,QCS,,Lifeng,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4.915,,,,,,,,,,,,W 5.217,, 5.149,, 4.948,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.980,,,,,,,,,,,,,,,,,,,,,, 9.623,,,,,,,,,, 5.084,,,,,, 5.178,, 5.182,,,,,, 24.37,, 24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:04:22AM,,,,mq water1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,, .0104,, .0024,, .0005,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0016,,,,,,,,,,,,,,,,,,,,,, -.0089,,,,,,,,,, .0058,,,,,, -.0000,, -.0001,,,,,, .1141,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:08:08AM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.019,,,,,,,,,,,, 2.024,,F 2.236,,F 1.775,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.978,,,,,,,,,,,,,,,,,,,,,, 2.120,,,,,,,,,, 1.929,,,,,,W 2.174,, 2.050,,,,,, 5.021,, 5.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:10:59AM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.006,,,,,,,,,,,, 2.023,,F 2.236,,F 1.775,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.976,,,,,,,,,,,,,,,,,,,,,, 2.120,,,,,,,,,, 1.944,,,,,,W 2.167,, 2.044,,,,,, 5.001,, 4.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:13:50AM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1.971,,,,,,,,,,,, 2.023,,F 2.228,,F 1.775,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.958,,,,,,,,,,,,,,,,,,,,,, 2.098,,,,,,,,,, 1.938,,,,,,W 2.146,, 2.015,,,,,, 4.911,, 4.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,23 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,23 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,23 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,23 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,23 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,23 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,23 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,23 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,23 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,23 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,23 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
11/5/2014  10:22:02AM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1.949,,,,,,,,,,,, 2.013,,F 2.227,,W 1.802,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.951,,,,,,,,,,,,,,,,,,,,,,W 2.157,,,,,,,,,, 1.932,,,,,, 2.130,, 1.982,,,,,, 4.909,, 4.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:24:52AM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1.921,,,,,,,,,,,, 1.996,,F 2.212,,F 1.788,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.921,,,,,,,,,,,,,,,,,,,,,, 2.138,,,,,,,,,, 1.908,,,,,, 2.107,, 1.956,,,,,, 4.844,, 4.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:31:15AM,,,,IPC,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, 1.919,,,,,,,,,,,, 2.000,,F 2.220,,W 1.841,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.923,,,,,,,,,,,,,,,,,,,,,,W 2.170,,,,,,,,,, 1.898,,,,,, 2.104,, 1.941,,,,,, 4.871,, 4.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:34:06AM,,,,Calib. Blank QC,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, -.0007,,,,,,,,,,,, .0117,, .0021,, .0011,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0006,,,,,,,,,,,,,,,,,,,,,, .0032,,,,,,,,,, .0046,,,,,, -.0001,, -.0000,,,,,, .0092,, .0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:36:10AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,,F 4.595,,,,,,,,,,,, 4.907,,F 5.469,,F 4.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.690,,,,,,,,,,,,,,,,,,,,,,F 10.87,,,,,,,,,,F 4.712,,,,,, 5.157,,W 4.784,,,,,,W 23.84,, 24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:39:04AM,,,,Sample-1,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,, .0135,, .0047,, .0022,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0016,,,,,,,,,,,,,,,,,,,,,, .0005,,,,,,,,,, .0015,,,,,, -.0000,, .0000,,,,,, .0853,, -.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:41:05AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,,F 4.602,,,,,,,,,,,, 4.894,,F 5.444,,F 4.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.651,,,,,,,,,,,,,,,,,,,,,,F 10.78,,,,,,,,,,F 4.677,,,,,, 5.113,,F 4.726,,,,,,F 23.56,,W 23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014  10:44:02AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,,F 4.662,,,,,,,,,,,, 4.883,,F 5.455,,F 4.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.665,,,,,,,,,,,,,,,,,,,,,,F 10.87,,,,,,,,,,F 4.672,,,,,, 5.132,,F 4.744,,,,,,F 23.72,, 24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 4.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   2:57:08PM,,,,IPC,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,,W 2.147,,,,,,,,,,,, 2.104,,F 2.265,,F 1.672,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.079,,,,,,,,,,,,,,,,,,,,,, 2.020,,,,,,,,,, 2.036,,,,,,F 2.269,,F 2.224,,,,,, 5.223,, 5.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:00:02PM,,,,Calib. Blank QC,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,, .0057,, .0029,, .0008,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0004,,,,,,,,,,,,,,,,,,,,,, -.0054,,,,,,,,,, .0024,,,,,, -.0002,, -.0003,,,,,, .0468,, .0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:02:05PM,,,,QCS,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, 5.103,,,,,,,,,,,, 5.194,,F 5.561,,F 4.049,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.036,,,,,,,,,,,,,,,,,,,,,, 10.14,,,,,,,,,, 5.035,,,,,,F 5.500,,F 5.381,,,,,, 25.02,, 24.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:05:00PM,,,,Full frame-1,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, 2.073,,,,,,,,,,,, 2.161,, 2.318,, 1.737,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.052,,,,,,,,,,,,,,,,,,,,,, 2.036,,,,,,,,,, 2.053,,,,,, 2.228,, 2.157,,,,,, 5.056,, 4.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:08:24PM,,,,QCS,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, 5.075,,,,,,,,,,,, 5.085,,F 5.540,,F 4.157,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.945,,,,,,,,,,,,,,,,,,,,,, 10.15,,,,,,,,,, 4.954,,,,,,F 5.431,,F 5.258,,,,,, 24.63,, 24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:11:24PM,,,,QCS,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, 5.027,,,,,,,,,,,, 5.084,,F 5.537,,F 4.140,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.920,,,,,,,,,,,,,,,,,,,,,, 10.16,,,,,,,,,, 4.927,,,,,,F 5.403,,W 5.212,,,,,, 24.49,, 24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2014   3:14:22PM,,,,QCS,,Suilan,Full Frame Test (3),,,,,,,,,,,,,,,,,,,,,,, 4.958,,,,,,,,,,,, 5.111,,F 5.551,,F 4.115,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.938,,,,,,,,,,,,,,,,,,,,,, 10.32,,,,,,,,,, 4.958,,,,,,F 5.395,, 5.191,,,,,, 24.57,, 24.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2014  10:30:56A,,,,Sample-1,,Suilan,All elements - Test (1),,,,z *****,,,z *****,,z *****,,z *****,,,,z *****,,,,,,z *****,,,,,,i .0000,,z *****,,,,,,,,z *****,,,,,,z *****,,z *****,,,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,z *****,,,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,z *****,,,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,i .0000,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,z *****,
11/21/2014  10:07:24A,,,,Sample-1,,Suilan,All elements - Test (1),,,,z *****,,,z *****,,z *****,,z *****,,,,z *****,,,,,,z *****,,,,,,i .0000,,z *****,,,,,,,,z *****,,,,,,z *****,,z *****,,,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,z *****,,,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,z *****,,,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,,,z *****,,,,,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,i .0000,,z *****,,z *****,,z *****,,z *****,,z *****,,z *****,,,,z *****,
11/21/2014  10:49:41A,,,,blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,, -.0011,, -.0003,, -.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0002,,,,,,,,,,,,,,,,,,,,,, -.0031,,,,,,,,,, .0021,,,,,, -.0001,, -.0001,,,,,, .0344,, -.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2014  10:51:42A,,,,blank_RQ,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .5234,,,,,,,,,,,, 12.51,, 12.38,,^F *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .9612,,,,,,,,,,,,,,,,,,,,,, 9.879,,,,,,,,,, 2.543,,,,,, .2096,, .2189,,,,,, 5.173,, 5.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2014  10:53:46A,,,,Std 4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.102,,,,,,,,,,,, 2.124,, 2.109,, 2.120,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.038,,,,,,,,,,,,,,,,,,,,,, 1.946,,,,,,,,,, 2.024,,,,,, 2.059,, 2.139,,,,,, 5.038,, 4.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2014  10:55:52A,,,,std 4_RQ,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,,F .5232,,,,,,,,,,,, 12.54,, 12.42,,^F *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .9637,,,,,,,,,,,,,,,,,,,,,,F 9.939,,,,,,,,,,F 2.559,,,,,,F .2111,,F .2185,,,,,,F 5.179,,F 5.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2014  11:30:30A,,,,Blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -38.98,,,,,,,,,,,, 191.8,, 563.1,, 47570.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 10.94,,,,,,,,,,,,,,,,,,,,,, -21.82,,,,,,,,,, 7.504,,,,,, 3.909,, -3.727,,,,,, 2681.,, 232.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,24 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,24 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,24 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,24 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,24 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,24 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,24 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,24 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,24 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,24 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,24 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
